,cid,text,time,author,channel,votes,replies,photo,heart,reply,time_parsed,paid
5370,UgwO6cOB6c09QCdCF914AaABAg,"Bang, coba bikin index ferry. pasar pasti memperhatikan.",1 month ago,@niammclaren,UCvxsS9mKUnJVUNDz7iZeiMg,0,,https://yt3.ggpht.com/ytc/AIdro_m-599uKG7Q7hyOUi4YbQ6WtpbD6Ozy_WY7x_jDLNeLOW8=s88-c-k-c0x00ffffff-no-rj,False,False,1780714609.882494,
5371,UgzSWTWvz-haM5_uzeB4AaABAg,Statement  itu menguntungkan importir bla bla.... yakin sih buzzer pemerintah itu ... bang benXX😂,1 month ago,@prasetyadanur3479,UC1Bhx_RyhM_puiz50it46Sw,0,,https://yt3.ggpht.com/ytc/AIdro_laUwmz3DH3li2kh3k3ePDCdMSbFn_ESL2V_-OxVN8=s88-c-k-c0x00ffffff-no-rj,False,False,1780714609.885158,
5372,UgypoMZ_ltEayXXvO114AaABAg,"Mantap, inimah kuliah ekonomi premium😅",1 month ago,@ijajkeyboard,UC-v3cDS676-16tYSduPD6Cg,0,,https://yt3.ggpht.com/vel0JLsm5CeDM3AjJCpoMDlTgglB7BEhxtSGqCM4uhT1AHJKXJEh4sZzArpwPklpoIhwK-s8lg=s88-c-k-c0x00ffffff-no-rj,False,False,1780714609.887762,
5373,Ugw0phEREwpeNXNNw8Z4AaABAg,"Itu di Iran 1 juta lebih per dolar, mereka tenang"" aja, ngapain Lo repot fer",1 month ago,@DaniPrastyo-d4p,UCyXxLZIthGbrMt-ynRKuEgw,0,,https://yt3.ggpht.com/ytc/AIdro_nfSppLCD_p_SuXDmSdAE7-9-LGLur8qLGgVYoVEvclLtz-hcyf1aFDVF51ZCP_GaEGag=s88-c-k-c0x00ffffff-no-rj,False,False,1780714609.890506,
5374,UgzpHk8UT4egC7VLpyB4AaABAg,Bang Ferry dapat datanya darimana haha,1 month ago,@ilhamalhalis134,UCx1hlgspiCSoAYMQrg2Hz3w,1,,https://yt3.ggpht.com/6PWR-nxLOa_XtK5hUzVsX3_7steXh4oh--ft2Dav8yyAMxNS_CPq0zXcYEqK1a4cWGq1eZHWJg=s88-c-k-c0x00ffffff-no-rj,False,False,1780714609.893376,
5375,Ugz-zoO05LdPxaaAjRJ4AaABAg,Sorry SALFOK ama tulisan tangan bang ferry. Rapiii amaat,1 month ago,@priskilagita2356,UCeyF5hGYMmUIwy3WIdvtMBQ,0,,https://yt3.ggpht.com/ytc/AIdro_n5q_K_z5vhUGFCkc3rckv5UjyD1IS9sKXQOP8Vjq8K00w=s88-c-k-c0x00ffffff-no-rj,False,False,1780714609.896005,
5376,Ugy7QAxJll6Gn30_vq14AaABAg,BBM SUBSIDI SUDAH MAU DI HAPUS GUYS,1 month ago,@primarizkysebayang412,UClvUh04ouEVq_L3SrS2hobQ,0,,https://yt3.ggpht.com/ytc/AIdro_nV2ifKkzLRA4WDHZj-PYW4f_4QQgnoVwl7y1x1FyK8UTA=s88-c-k-c0x00ffffff-no-rj,False,False,1780714609.898662,
5377,UgzsyaKAylRrJ67oK_Z4AaABAg,"Taiwan negara kerja aku sekarang 
Alhamdulillah di sini nyaman bgt 
Semua tertata rapi 
Transportasi umum sangat bagus 
Jamsostek sangat bagus 
Semua orang dengan gaji 1 bulan bisa ke beli iPhone terbaru",1 month ago,@hudareog,UC4yWlCNP7h3wOBRk1vHORLw,0,,https://yt3.ggpht.com/ytc/AIdro_naWPXYxX9u__U3DMWdKsya2EJY5aOamiU7Z7pPxFUP5BE=s88-c-k-c0x00ffffff-no-rj,False,False,1780714609.901228,
5378,Ugyh1Tp79i65_N-FmpV4AaABAg,"Bang Ferry, bahas dnk subsidi pertalite infonya dr harga rp.16,000, disubsidi pemerintah 6rb, makanya harga pertalite 10rb, itu apakah bener logika nya? Masa lebih mahal dr pertamax? 😢",1 month ago,@ombalz,UCEcWp0_PtjM78bW4WfyHIZA,0,,https://yt3.ggpht.com/ytc/AIdro_mumAbtwK1TmfazX34XseEk0RkqbEM9_HzmUvDSJLc=s88-c-k-c0x00ffffff-no-rj,False,False,1780714609.903833,
5379,UgzdWtJtiYIRmotIDG94AaABAg,"Orang yg pernah bicara Indonesia bubar, malah dipilih untuk mewujudkan perkataannya.
Mikiiirr 🤷",1 month ago,@cvabimakarya,UC5dD7if_5hAq6iDCaqg-tdw,0,,https://yt3.ggpht.com/ytc/AIdro_lwCQ0_Nu8TiRYF7vW_vx66fpBe-J8yBMAp0RnLc5hBk7U2uW6R8t50hwetfOXL3fvf5Q=s88-c-k-c0x00ffffff-no-rj,False,False,1780714609.906377,
5380,UgwuYvKP2prcEfMfep14AaABAg,Tutorial green card AS dong,1 month ago,@primarizkysebayang412,UClvUh04ouEVq_L3SrS2hobQ,0,,https://yt3.ggpht.com/ytc/AIdro_nV2ifKkzLRA4WDHZj-PYW4f_4QQgnoVwl7y1x1FyK8UTA=s88-c-k-c0x00ffffff-no-rj,False,False,1780714610.193769,
5381,UgyRbfvBrdPJFjgv88l4AaABAg,"pengadaan"" dari pemerintah jahanam ini yg harus kita usut tuntas, udh ada insikasi korupsinya, harus dipenjara, kyk contoh rudy mas'ud",1 month ago,@odigates4815,UCGYgosGXfek1AoLdAtIlAQQ,0,,https://yt3.ggpht.com/ytc/AIdro_nElMSgfwek0QDsA3GG4RDCHLysMGT3x9D1LR7PtW3NZQ=s88-c-k-c0x00ffffff-no-rj,False,False,1780714610.197087,
5382,UgymCVLpUvf2ek5cKMJ4AaABAg,Mayoritas Komen bernada sentimen bisa dipastikan diisi orang2 yang gak paham konten ini &/ gak nonton sampek full,1 month ago (edited),@afrizalsetionotumanggor4020,UCnXGyWHPNiZVR_Wc3mgTsTw,0,,https://yt3.ggpht.com/ytc/AIdro_nKilzfznFVKKipOzQxLwpHfEpMAz3LZbBk8ocdGc7ZYDE=s88-c-k-c0x00ffffff-no-rj,False,False,1780714610.199713,
5383,Ugzq_zqJWQFla76fmZJ4AaABAg,Hadeuh purbaya purbaya,1 month ago,@faldyreizandy9120,UCE6SXb9SDwqfd3vJhyydTGQ,0,1,https://yt3.ggpht.com/ytc/AIdro_kUgZ9-1QGzY5uCFmHOXp75rbCcEGpKSsaDeA5ZyVM=s88-c-k-c0x00ffffff-no-rj,False,False,1780714610.202355,
5384,UgyjFX2EAmfFK9zitpZ4AaABAg,"Mending bikin konten naik gunung daripada sok tau, sok ngerti ekonomi sambil ngoceh depan kamera, jangan d liatin SDM sama khalayak ramai",1 month ago,@SuparHedong,UC14JHFFjzHGzl1jGX0rjhcA,0,,https://yt3.ggpht.com/ytc/AIdro_kSGfJDEc-ehaGCvwnyuNBr8kfhML-Yew76Nj8hUUSrrke4-fZIU5cLYjQMy1xZcxRHzA=s88-c-k-c0x00ffffff-no-rj,False,False,1780714610.204945,
5385,UgxKoQbifjD9YImVNsZ4AaABAg,pokoknya ada kata mentri konoha😅,1 month ago,@ekonyemoh8072,UCqkJy2vm0htxY9km0O_nkhQ,0,,https://yt3.ggpht.com/ytc/AIdro_kH9Ws5QDH1Gg9f2seXzY-7HpT3ttxHgjZW_VTAUQ2B1w=s88-c-k-c0x00ffffff-no-rj,False,False,1780714610.207577,
5386,Ugw6gveK9xNohUAv-Y54AaABAg,Alhamdulillah baru jual sawit harga 2.750 perkilo,1 month ago,@cungkring_9661,UCe3T98xWfFSCuuZuJZGBNOg,0,,https://yt3.ggpht.com/ytc/AIdro_nUpZczYhVsV4kZ9aLtRqY1CFN-M32HG8cXDXVt8btIG2w=s88-c-k-c0x00ffffff-no-rj,False,False,1780714610.210237,
5387,UgwEwx_59KDgMsxvUcF4AaABAg,MBG tidak menarik bagi investor. Harus nya di stop total. Lebih baik modal MBG di buat pabrik semiconductor atau bidang teknologi.,1 month ago,@a.darmatanra5005,UCuu_QKLcneshklQ_BVqR4-Q,0,,https://yt3.ggpht.com/Y10PC598tI_gUCY1S55Qu8HzwawkdXjvg4o_veYO1irqI6GGQHbTOb0NbQ70l04fhljZGM9t9g=s88-c-k-c0x00ffffff-no-rj,False,False,1780714610.212811,
5388,UgzH6-JajhyHXlwk3ZN4AaABAg,Siapa sih yang pilih 2 kemarin,1 month ago,@oneesan69,UClep0TRSgB9p6JxsFUvMgCw,0,,https://yt3.ggpht.com/7poshPbbwrhDOFc_kb1jmvbAeW6tuZhsh0DgvI1Lt94CjdQBQJ5HD98ysp4F1sFeU3PVPiQg-zI=s88-c-k-c0x00ffffff-no-rj,False,False,1780714610.215554,
5389,Ugwol4DQ0v1dXABaKpF4AaABAg,"Intinya pengeluaran terbesar hanya untuk balikin modal orang yg ambisi jadi presiden, dan bukanya ambisi jadi pemimpin terbaik....",1 month ago,@evrinurmanudin5964,UCP-JP074MQEfGGO20QVPPoA,0,,https://yt3.ggpht.com/ytc/AIdro_l_wvf6JEKd_GvJCQ-rgmkKo3hRGbVzEvToSB6_0qsFdf1F=s88-c-k-c0x00ffffff-no-rj,False,False,1780714610.21813,
5390,Ugz9w5ZdAKh6F1plY0d4AaABAg,karena belum makan jadi lemes 😂😂😂,1 month ago,@qhihandoko817,UCsWCD3NwTiQ8G1a71XV1iNw,0,,https://yt3.ggpht.com/ytc/AIdro_k5PV9uIM-0Yij-6LX36rDj0Uq8HRaf3OhZh_FhW8b04w=s88-c-k-c0x00ffffff-no-rj,False,False,1780714610.220684,
5391,UgwLUvDLb-uQH2tFAmx4AaABAg,Kelazzzzzz 🔥🔥🔥🔥,1 month ago,@ericsalim1208,UCt_Nl_hdIlVfxkhkW9tDNFQ,0,,https://yt3.ggpht.com/ytc/AIdro_kAT06j-_HX2VSZddxlmT6mjZ32fJGYbdO7VE633RE=s88-c-k-c0x00ffffff-no-rj,False,False,1780714610.223238,
5392,UgyBBWNCY0zou9rWoxl4AaABAg,"Dikit2 hidup pak purbaya, dikit2 wah akhirnya dpt pejabat yg jujur, sking pinternya ya  asal telen aja",1 month ago,@Jempolzz,UCLY6kiTbSt3qHze62mDFuQQ,0,,https://yt3.ggpht.com/iJCawP9ymE0baGtbajhLURFRfzrBdrjxxY-uL7mZCCJW2lnFPHAKlxUmYcltB7wJcUNAeXdPSSc=s88-c-k-c0x00ffffff-no-rj,False,False,1780714610.225853,
5393,Ugy2iOIgWuyIPMp74Mt4AaABAg,1 question : yakin MBG akan di benahin?,1 month ago,@yahturu322,UCXgUef8IDibTL77gLNhY1aw,0,,https://yt3.ggpht.com/Ko30Jgg3Nj9gKENVXoBWJQvzybrR8G2v2Gm3OVpt9M5sS_OqY3Y9PkIGchg9Ea3gD0sf2Vb9=s88-c-k-c0x00ffffff-no-rj,False,False,1780714610.228487,
5394,UgxqRDb8zozcGzuzMNl4AaABAg,mau ada mbg atau tidakk.. kalau pertambangan sehat smua aman,1 month ago,@tigorhutabarat1923,UCvL3obLOKFcoqbohl1Dgzog,0,,https://yt3.ggpht.com/ytc/AIdro_n-QYW-YdXz1ZPRHKvR-D8Ar6WfcVWBvxTw8a5mp5o=s88-c-k-c0x00ffffff-no-rj,False,False,1780714610.231105,
5395,UgxFAj27czj4CMWBTZ94AaABAg,Blommer meninggalkan apa si ke generasi berikutnya,1 month ago,@Lim-wenjie,UCGAfdSK7Gwhsy_wZ9Z6qRqA,0,,https://yt3.ggpht.com/sFgsBMChXJPYRZ34kup2VUxvTvoq6gA3lXwcIo6g-ZevcIMpKsksgTJQgOBIQesoLTJBbLV7=s88-c-k-c0x00ffffff-no-rj,False,False,1780714610.233724,
5396,UgyirpzMcc4-tKFOurp4AaABAg,"Semoga pemerintah melihat video ini, saya sangat ingin rupiah kita jadi lebih kuat😢",1 month ago,@muhammadhaikal4470,UCcKbS5isRz3AT6-UHvAJ5Bg,1,,https://yt3.ggpht.com/_Ev0b3uWERarJJWXDSL5rwaIDNyg2f0TUc1DZvkN4XTfA6UlLH-l-7JYlwk3NYgNaYtSPEIj4g=s88-c-k-c0x00ffffff-no-rj,False,False,1780714610.236301,
5397,Ugxn9Bflg6-0SP-lpsp4AaABAg,"CEO MBG 🗣sorry yee..sorry ye stop MBG. Glory-glory MBG, glory-glory MBG",1 month ago,@AhmadFauzanSyaifulloh,UCuLmcLPNS-_HspTFvNzAgvg,0,,https://yt3.ggpht.com/ytc/AIdro_lE-2v4pt1Am5Vt4Pedf4xjFjaVCExlg_cJVl7OY2xcwvV1BhXRzUSHIHLwFa5dONFuTw=s88-c-k-c0x00ffffff-no-rj,False,False,1780714610.239048,
5398,UgxJ4bBwibqwmdz0o-14AaABAg,"Org ini bukan ahli ekonom, cm ngonten doang nyari view",1 month ago,@grahaasriresidence,UCKWciQmxFqlXSoqrAwIRhpw,0,,https://yt3.ggpht.com/IcK45ZhpLQieV-dbTc62i0UDQb8LE-QuBa3H_fZrFil6mG9Heh6Ne35oCLLLcr8h3wD3NVit=s88-c-k-c0x00ffffff-no-rj,False,False,1780714610.241625,
5399,UgynpKySOtW3nUmt2iR4AaABAg,"KULIAH PAGI 16 MENIT, MAKASIH BANG 😁😁",1 month ago,@setiawan5050,UC2-EwG0BBrmugweyEmYx8Og,0,,https://yt3.ggpht.com/ytc/AIdro_nK9oUQmEWJgrIlL5yrm0obU-RomAe_nRhfTGS_2ev5oLU=s88-c-k-c0x00ffffff-no-rj,False,False,1780714610.244177,
5400,Ugzq_zqJWQFla76fmZJ4AaABAg.AWlwNXQtYHgAWmVq8LZ4oD,-_-,1 month ago,@pujihandayani1212,UCZ37GKex-OHNdaiqYWe7G2w,0,,https://yt3.ggpht.com/R49tk5KXT54dHxqjUzrMLxAUWX7lgXcoxEIEEXZ8arDB2Lshz5f1sDv-0rb5iKWDlqQTXWamlQ=s88-c-k-c0x00ffffff-no-rj,False,True,1780714610.425526,
5401,UgyaG3wWnouguLwKJ9R4AaABAg,Oke ngerti makasi pak guru 🙏🙏🙏,1 month ago,@rinheechul,UCZjI_TPkLqrKiazfF40EzOQ,1,,https://yt3.ggpht.com/ytc/AIdro_kLO5B0cSNXWsyJebJNXFnprvtu-n9P6SEEuEY4WtH0uVFM=s88-c-k-c0x00ffffff-no-rj,False,False,1780714610.749596,
5402,UgzUaqO6vF0wOMh5jTF4AaABAg,Kurangi beli barang dari luar,1 month ago,@dua_dekade,UCjuhwHu8hT6wHV7cq4PTH9A,0,,https://yt3.ggpht.com/vxWpk5ge0-DOr0qTcwe_J1Itwc_EY41al6aaqZ8wnMbLQhGi56EEHOChGp2mg9VSc-9t0jfIyw=s88-c-k-c0x00ffffff-no-rj,False,False,1780714610.753596,
5403,UgyO7pcSUrgXG0Me7iZ4AaABAg,EXPORT EXPORT EXPORT!,1 month ago,@DtestING,UCno0LL2Oyyl96YjtWCodiSA,0,,https://yt3.ggpht.com/ytc/AIdro_m-vn7vQA4fr2f1Emp7Fsa9IT2q0LFT0u1c4Q77PeMZJg=s88-c-k-c0x00ffffff-no-rj,False,False,1780714610.758144,
5404,UgzqbhsFoZoKad3ZSY94AaABAg,"Mirip Profesor😂 di La Casa de Papel (Money Heist).. 
Profesor mna berlin😢😢",1 month ago (edited),@iyyakanaa,UCNACleI4fpoI3cM9LgmgqiQ,0,,https://yt3.ggpht.com/y0YBSBgSQyRK0T2Mx3san8ojEVF9n26Bt-0Si7lBqFTCWI7mVP-JmAB0oCMI4bxQOSD4hBu5=s88-c-k-c0x00ffffff-no-rj,False,False,1780714610.76089,
5405,UgzasrxVPUh3ViSmlNp4AaABAg,"intinya stop belanja nggak perlu seperti MBG, kopdes dll. Belanja produk domestik atau dalam negeri, beri regulasi yang jelas untuk mempermudah investor masuk ke Indonesia. Intinya Prabowo tolol jadi presiden ditengah gempuran situasi global dia malah pemborosan nggak perlu dg program goblok itu, harusnya sektor real lain yang harus di hidupkan",1 month ago,@boyfrahmanasirad7205,UCQYfgLtnhrOOt5RvGgO4cSw,0,,https://yt3.ggpht.com/EOm-tJNYKoLsSUCsyTqouQ-UXnfopXRBIHh72hdQil9-qvl7AqW-ImXx7Ms8Ds6FCUVU58hXc-A=s88-c-k-c0x00ffffff-no-rj,False,False,1780714610.763711,
5406,UgwQVy1ZdEOPyJ1sRy94AaABAg,"Sedang menikmat pahala - pahala dari Pemerintah 😎. Emang mereka ngerti bang lu ngomong kayak gini ? Udah banyak yg nasihatin pemerintah, tapi pada dibungkam, kebanyakan ngeles sama gak dikerjain.",1 month ago,@muhammadnoerprakoso5195,UCjpukJe7g3l1VBVVcktwonA,0,,https://yt3.ggpht.com/ytc/AIdro_kk7hYFihfOSG8r4Dh7PgdYfu5RMakxscYbbr9BLBvOTOY=s88-c-k-c0x00ffffff-no-rj,False,False,1780714610.766463,
5407,UgyJOExtQQ_YjE5MATR4AaABAg,"┈┈┈┈▕▔╱▔▔▔━▁
┈┈┈▕▔╱╱╱👁┈╲▂▔▔╲
┈┈▕▔╱╱╱╱💧▂▂▂▂▂▂▏
┈▕▔╱▕▕╱╱╱┈▽▽▽▽▽
▕▔╱┊┈╲╲╲╲▂△△△△
▔╱┊┈╱▕╲▂▂▂▂▂▂╱
╱┊┈╱┉▕┉┋╲┈",1 month ago,@dimsdamn.,UCf8NH_wS9HrEzWi_Y60fRFg,0,,https://yt3.ggpht.com/_2hz5594ci9RWF6DWDaJ2k4xD15aEzbh1JdyHEsMTwtWrji-yBXhm1H8EXCIxDACvSlmm0jjVlQ=s88-c-k-c0x00ffffff-no-rj,False,False,1780714610.769274,
5408,UgxQgOciHi4LxR4rZsx4AaABAg,"Bang apakah abang salah satu sangkuters di saham,,",1 month ago,@furqantomasina8383,UCFzjoDwIdbNZozMpGBUfM6A,0,,https://yt3.ggpht.com/ytc/AIdro_ncuEcnk1_e_ik30Uz3M5E_ugdSCl3c8J1-OIDsth7LY8E=s88-c-k-c0x00ffffff-no-rj,False,False,1780714610.772094,
5409,Ugz5rJSlT6Uc4VWnhhp4AaABAg,Ferry Irwandi nampak sudah kesal bung wkwkwk dengan sikap bodohnya pemerintah,1 month ago,@mistererdi318,UCRuHle-OhkkZ2UyYiTkrA1Q,0,,https://yt3.ggpht.com/RRq_Ve42Nj_MQfFxtNWCWCrVvN9H_0EQ7Y9O3NVhVSb-8ghvZOl9y_T5QMLUgFOnImVOy-Ys=s88-c-k-c0x00ffffff-no-rj,False,False,1780714610.774734,
5410,Ugxx9mwi8UJMde_i82B4AaABAg,Bg kenapa diam di kasus pak nadim,1 month ago,@KAGRAF,UCNv6t9RdXm3WMIjfTUXvBQA,0,,https://yt3.ggpht.com/r36YqB6h3N8ldmYumwIb6_KT_w9tKC1aeMHQvkIAaGpob0QNF93PB65EtfMCBLoUWfkJMk587eo=s88-c-k-c0x00ffffff-no-rj,False,False,1780714610.777389,
5411,UgxvU2dxuaub7hVluiN4AaABAg,"Indonesia itu ""Ekonomi tepung dan cabai"" paling aman jadi PNS,kalo ngga jadi tki",1 month ago,@mikelowen3249,UCvqsp6eZSJk8js3L1jQPnfQ,0,,https://yt3.ggpht.com/4ssKM937yQB_gB-XPwfT4acDGX2Cd0LbyCE6smrHBzkh-qUexM0b0QC-TmERqg_IYZQM0OQXjK0=s88-c-k-c0x00ffffff-no-rj,False,False,1780714610.780154,
5412,UgwlkyF6h6urrNcPv2x4AaABAg,"Pertimbangkan untuk Hapuskan mbg dan kopdes tolong selamatkan negara ini,,",1 month ago,@furqantomasina8383,UCFzjoDwIdbNZozMpGBUfM6A,0,,https://yt3.ggpht.com/ytc/AIdro_ncuEcnk1_e_ik30Uz3M5E_ugdSCl3c8J1-OIDsth7LY8E=s88-c-k-c0x00ffffff-no-rj,False,False,1780714610.782831,
5413,UgwSQ3K7FJuVLSmep194AaABAg,"Di indo masih banyak bgt yg buta ekonomi & politik, mereka merasa hidupnya aman-aman aja dan ga mau ribet mempelajari hal tsb...dan mungkin itu salah satu hal yg bikin pemerintahan di indo makin seenaknya.",1 month ago,@nadaaa1212,UC6DVnT901UDphu2yezpTdKg,0,,https://yt3.ggpht.com/UNMm8THAgdENF27H2vHglGsNM8buzswnrIrH6PCBlfSzFH7wTgD5avAmuFJPv_Y6HLER2xIe=s88-c-k-c0x00ffffff-no-rj,False,False,1780714610.785426,
5414,UgwAynITiPzMXv-w7Ct4AaABAg,"Komunikasi pemerintahan jelek banget ke masyarakat, sekali bicara pun cuma meunggulkan program kerjanya yg faktanya berbanding terbalik. Yey indonesia teraaang, baik baik saja.
Di kritik pun dibungkam, jawaban tepat dan artikulasi jelas saja disalahkan😅
Mbg terus digas ampe kenyang tapi yg lain melemah
kenyang? Iya sih
gizi? Gak ada
aman? Paling parah ya keracunan
Mbg bermanfaat atau tidaaaak?",1 month ago,@juneisme30,UCtVbWUhrJa9GFIkg98QYJHA,0,,https://yt3.ggpht.com/hUpFixTIGsUM0EEupn6eu-7A2I9zlBT3RPCRnmGm9yUO-SgHX7gRiIjG0uL653KGGDXGPearwA=s88-c-k-c0x00ffffff-no-rj,False,False,1780714610.788056,
5415,UgxYwtvpmvEsQpDQa-l4AaABAg,mmg kita di jajah dah itu saja...,1 month ago,@Calon_Dr_IT,UCCoZR_Pk1TdN_N4PMrqlZlw,0,,https://yt3.ggpht.com/nR3VbKhzVsuyS16Bgd0uAOMfxkkXuzjfRmuZmzJL4FM2qZMFyGTsvCEqUSqGctzvb2ITGUBm9w=s88-c-k-c0x00ffffff-no-rj,False,False,1780714610.790668,
5416,Ugz3lleynpxkF2jvdT14AaABAg,KAREPMU !!!!,1 month ago,@Saifuddinabbas212,UCg9IH-yh9KOQe0kTib6FIFg,0,,https://yt3.ggpht.com/ytc/AIdro_kou3dO5GhrvBQru7jrDY7-p0Ls3-FwpdfJn_A0CdgtFmBIy5ofV2XYbnym-k-Zi8t6WA=s88-c-k-c0x00ffffff-no-rj,False,False,1780714610.793433,
5417,UgwBnqy48-5KrI14g694AaABAg,Mbg solusi terbaik bangsa indonesia . . Karena kemana2 yang di bahas mbg²100000×,1 month ago,@ferdyderecktion9622,UCl6kP9GBlgI8aOH-JJmpI9w,0,,https://yt3.ggpht.com/ytc/AIdro_nZ-LSXpcuLjH_3kiYN1iZp7wGIQe6-cxXmalZX5n20oGY=s88-c-k-c0x00ffffff-no-rj,False,False,1780714610.796196,
5418,UgxqhmfdbC-H6HGKpi94AaABAg,Ini pasti tangan2 asing...,1 month ago,@bagusprasetyo6815,UCgIBzT648bA5kKttsQUKQmQ,0,,https://yt3.ggpht.com/ytc/AIdro_m84Io7-Dp9dyPbnl1DViPCh3w6Il0hz3pMeWIAGDbYJUY=s88-c-k-c0x00ffffff-no-rj,False,False,1780714610.798937,
5419,UgyTU1DJjsSx9JGMycx4AaABAg,"Tunjangan"" yg tidak perlu untuk penjabat harus di hapus, supaya beban APBN tidak terlalu berat",1 month ago,@delvieronanlohy7775,UCX6p-pvTUwiPyylwGKzisSA,0,,https://yt3.ggpht.com/ytc/AIdro_l7nSZBj5cRBjjldDl11YRxepQh7HUN6ZIWPM1Cztnebg=s88-c-k-c0x00ffffff-no-rj,False,False,1780714610.801566,
5420,Ugx82MkrDgfdsuXtoBt4AaABAg,hahaha mantap 14:07 udh capek kita bang,1 month ago,@skuyyylah,UCslLTW6_XHL760u9HPdFrMQ,14,1,https://yt3.ggpht.com/7mvdCUJJrfhoxpYzO3bAMJZs-qwF-j6vCvm4dOaNdTO1kgQfW92Wy6T2fsn_BaBAARFAQH3eUw=s88-c-k-c0x00ffffff-no-rj,False,False,1780714610.80426,
5421,Ugx82MkrDgfdsuXtoBt4AaABAg.AWltPfcS14-AWnH9ZwfACX,"Klo ngomongin mbg otak sama jantung gw rasanya mendidih pengen teriak memaki2 manusia ngeyel itu. Tapi gw tau itu pasti akan sia2,karena manusia itu bebalnya g ketulungan.",1 month ago,@nanasumbayak8234,UCQVLhO70RdyEhVdBc7OW6QQ,1,,https://yt3.ggpht.com/ytc/AIdro_mvRD3li-d41yRn_E5Os_4vOsBVZjneUdJDuG7vaq5mQf2ukH8_J5e7d4ICjs5ajyz-7g=s88-c-k-c0x00ffffff-no-rj,False,True,1780714610.976625,
5422,Ugywb_fWkVRkP3E2WRF4AaABAg,ya emg tolol aja pusatnya,1 month ago,@mkchillmusic,UCcE8aKLACutD58tjHLPDmYg,0,,https://yt3.ggpht.com/FuXdhpF8PHFXHYSQDLWKs2neit-7pXD6zPpOpP-5xivEpqE6sOfu3j013iZflcwrAMzgumz71A=s88-c-k-c0x00ffffff-no-rj,False,False,1780714611.224552,
5423,UgzbYszvKOvPGECCtPh4AaABAg,"itu bukan cuman hnya belanja pusat tp didalam nya ada praktek korupsi terselubung ke kantong para badjingan,,,,",1 month ago,@2strokehobby25,UCwsWsFbst7iUAKYdElXAfsg,0,,https://yt3.ggpht.com/6swDO-wyotnswvsKLDV9yorN1pk4vZY9F27chm8v8H0k_mcpq11xVxV2CQ3vUfh_hTFkZt7PPg=s88-c-k-c0x00ffffff-no-rj,False,False,1780714611.226876,
5424,Ugz48XgaP1pUcZmYYFp4AaABAg,Ini pake nikon kah bang? Kelas banget warna skin tonw nya,1 month ago,@ditakusuma6055,UCi0HP87q42W1Skeb-FSwYGA,0,,https://yt3.ggpht.com/4nT3m-dTT0jcR1aQigD7Ys0NcHgUiJUGpXSDfBCXIlIyIu-Er_7VWzY5YadPusKY343tPYF9Mg=s88-c-k-c0x00ffffff-no-rj,False,False,1780714611.22925,
5425,Ugz7jPa-7lNFONWne9R4AaABAg,"mentri ngomongin yg bagus biar sentimen nya adem, yg ini malah bikin membara, ya udah sih",1 month ago,@cungkring_9661,UCe3T98xWfFSCuuZuJZGBNOg,0,,https://yt3.ggpht.com/ytc/AIdro_nUpZczYhVsV4kZ9aLtRqY1CFN-M32HG8cXDXVt8btIG2w=s88-c-k-c0x00ffffff-no-rj,False,False,1780714611.232224,
5426,UgzRzi-zgMpqO-X8R_Z4AaABAg,Belum faktor anomali koruptor...,1 month ago,@MuhammadIqbal-ix7oh,UC13v8ggoFEsTxUgVhOh-gWw,0,,https://yt3.ggpht.com/ytc/AIdro_lDMwVd42dRPD0tIqfcMpwHdgp9fR-s9NcFsfsichSuX_s=s88-c-k-c0x00ffffff-no-rj,False,False,1780714611.234988,
5427,Ugwz2LUjDNyJYQhxUSp4AaABAg,Indonesia tidak akan pernah maju selama pejabat pejabatnya bodoh semua,1 month ago,@IhsanAini-u3r,UCQ2D9-n1S_KfxvtfHw-gezA,0,,https://yt3.ggpht.com/ytc/AIdro_mvPkN4pTI3_QS_pK_V4UEjIi5E3bobGnrxeH2hwuYJcoKNycRdn5dm_gRn6M9cMN05mg=s88-c-k-c0x00ffffff-no-rj,False,False,1780714611.237679,
5428,Ugxd9J3LnKja2IuEYKh4AaABAg,"ternyata mbg dan akan mulai lagi di koperasi mp, dan belinya bukan dalam negeri, yg di untungkan malah luar .giliran mintak pajak ..........",1 month ago,@kh48gamers,UChLpwkcuTPF1JYPfLW5tAew,0,,https://yt3.ggpht.com/cqMnIOKTMizMPxsjZbBidqggtAcQlDsZrAFDWnmsMoAh9doYNw_mnldYzfBnEQXGK78bODenNw=s88-c-k-c0x00ffffff-no-rj,False,False,1780714611.240444,
5429,Ugxx-nDDM0ivYRyDLDp4AaABAg,Itu sudah ada yg disengaja oleh orang² tertentu yg banyak punya uang dolar,1 month ago (edited),@ibnubasuki3032,UCwwpTitZolP7RpXF9UUuqsQ,0,,https://yt3.ggpht.com/5usMnsHscvhV0p--3ZhETdHE3tbxbm4i1jdKNL3DmoJkvkYaxTiWPAA_lSLNW_C5tGMZ1eLmIrE=s88-c-k-c0x00ffffff-no-rj,False,False,1780714611.243315,
