,cid,text,time,author,channel,votes,replies,photo,heart,reply,time_parsed,paid
0,UgwWQwS5Eqgde_AA-kB4AaABAg,hallo warga sipil sekalian semoga ini menjelaskan ya ❤,1 month ago,@ferryirwandi,UCC_OYI6VZtuEZuq49Ht-cQQ,4k,387,https://yt3.ggpht.com/8wENFPJwQu662gR6Bhj3qgflntI3msuEkbaVGsKwMBzamuRhKJaYaWQgiMoxURIm0qAg3DpRWw=s88-c-k-c0x00ffffff-no-rj,False,False,1780714478.792333,
1,UgzxME9GhG9xCQmCRFV4AaABAg,Barang aman barang tambung habis d vili sama asing vivo,19 hours ago,@halit-e2k,UCFMd1ttASbEy9JCwarhHRfQ,0,,https://yt3.ggpht.com/ytc/AIdro_m2s7giIp50Sj11wAtuWvTVtCsLGdQ3MZYGHIoIzN3m5j0jU_Ih9WuIE6Ndg51XKUdFJg=s88-c-k-c0x00ffffff-no-rj,False,False,1783238078.81242,
2,UgzPrzfZQ0cfUHxWNWt4AaABAg,orang desa gk pake dolar kok pada bingung 😂,1 day ago,@WawanKarjono,UCGkt2Pzj1cPR9Yx3m2VpvDA,0,,https://yt3.ggpht.com/ytc/AIdro_lS4rTS_NUWN9GQsoRf_gUsflV7YbmKryNGqK5J7xWOIt3AtHQVn0Ahc6cAWoAyQVqJvQ=s88-c-k-c0x00ffffff-no-rj,False,False,1783220078.81767,
3,Ugx7TOG7apNKRVQZIdZ4AaABAg,Hilang kepercayaan investor asing. Itu penyebab utamanya.,3 days ago,@onethrudrive,UC8iE5BVTmt_HNYw2nWVI1bA,0,,https://yt3.ggpht.com/ytc/AIdro_mwo8hJVjPu-CvHtPH68QoP3vaqc_cGI1SVI6CmLtYxVBol3YaOf8DhsIFymX26RZR1tQ=s88-c-k-c0x00ffffff-no-rj,False,False,1783047278.841142,
4,UgzCGZVMxoW6J2Prh-V4AaABAg,"Bang kite kan sipil jadi kalau ada singkatan singkatan tolong di artikan biar ngerti, kalo yang udeh ngerti biar tambah ngerti. Begitu bang.",5 days ago,@JAGBONSAI,UCc1Yk-7jBJi-kK2hOlMS2Uw,0,,https://yt3.ggpht.com/I0xSvSn4HDp4v2zr-uDBIwEHiO2HeVfXGrE7E0KX1D0fED8_x12Znxp3vQR_GzgnfFZtlpi7=s88-c-k-c0x00ffffff-no-rj,False,False,1782874478.852434,
5,UgztwkJkNiwk0KKn53B4AaABAg,Keren bang,7 days ago,@FarhanRamadhan-dd5nz,UCqB_b0LPS3CsUxW359G_E3Q,1,,https://yt3.ggpht.com/ytc/AIdro_laoHJQg-n_An94bJD6j3ILXycSdvBx0YXfxlXWtc1Mr2V3bk0SO228QvSY7VRnLoNjdg=s88-c-k-c0x00ffffff-no-rj,False,False,1782701678.855492,
6,UgzCbKAS3yRNJkDGjWl4AaABAg,"Maka jgn ganggu pegawai BI & KEMENKEU lg sibuk kerja keras utk mengatasix agar cepat terselesaikan...
Tlg tenang jgn terlalu byk bernarasi yg seni2 kinerja kalian itu apa?",8 days ago,@SutrisnoJunydi,UCgEUY5mJiM81hH7ELwUWQsA,0,,https://yt3.ggpht.com/ytc/AIdro_lA7jr0LZvBQFLmBc7jijnVjyoazsJEdCveoYk4bFvSLqy3mJRIVzhAwp7IKIkTOUTl9A=s88-c-k-c0x00ffffff-no-rj,False,False,1782615278.863308,
7,UgzgoaTbSu6QbLNcjHh4AaABAg,"Menurutku seumpama MBG ga ada pun dan belanja negara ga naik, duit asing bakal pada tetep keluar dan rupiah memang pasti akan selalu melemah (untuk saat ini) 🤣",10 days ago,@ahmadsetiyanto911,UCvK33Yw2DAMC4MBHDeO_8DQ,0,,https://yt3.ggpht.com/ytc/AIdro_mJqvBGEA5OEzOZ8Yx7EAy8pZ6YLv3a5UWxRX6ZiLaw7Fs=s88-c-k-c0x00ffffff-no-rj,False,False,1782442478.871479,
8,Ugy1AiixtVbT4c7uJwR4AaABAg,Ini bukan tentang gimana cara membenahi rupiah. ini adalah cara untuk membenahi kepercayaan pasar dan pemikiran masyarakat,12 days ago,@alfachri-ko4up,UCCPFtSwdKZIthrKwBsTil7g,0,,https://yt3.ggpht.com/ytc/AIdro_mwNCQ1t4AILLSFoVjmVGEBkufwQEa_teOITbOhoAJdu53wycHLcV3VsJSYm5tfmdWZPw=s88-c-k-c0x00ffffff-no-rj,False,False,1782269678.879716,
9,Ugy_PWL1Ho8sLelBcah4AaABAg,Biang keladi terbesarnya adalah presiden,2 weeks ago,@TerpaGarsa-b7j,UCGjAW_ZrKHUS6Be5RIzlcjQ,0,,https://yt3.ggpht.com/ytc/AIdro_m-BQ9cHAlq1jZsVv0311NimqUYlE4g7_EsWTQQtm7eQuBVngvypJrk2Wkalb5TxAxiCQ=s88-c-k-c0x00ffffff-no-rj,False,False,1782096878.89097,
10,Ugx-zp26Lxi7Ya8RTrt4AaABAg,"Fer, kenapa export kita rendah. Apakah akibat ketakutan akibat ketidak pastian hukum ? Sehingga kreatifitas BUMN/BUMD/swasta menjadi lambat karena ketakutan...",2 weeks ago,@feldiansyahnasution,UCdUcAH0z8HhQfTo-zYcTCcA,0,,https://yt3.ggpht.com/1ZLFQ-r71EtJ76DdJSoHMDjeLAsjl0PoO7t8YnNDzglKiidl2n-1U1Vmdy-o8m6tmVEG0UoKofY=s88-c-k-c0x00ffffff-no-rj,False,False,1782096878.894186,
11,UgxgbFJG68GZdqWuqHx4AaABAg,Investor dari Bali telah melarikan diri,2 weeks ago,@AntonNersisyan,UC-ZLchqAePjF4UxoRK-uelA,0,,https://yt3.ggpht.com/c0QpV0BCnlA2zp6tBCvjEwaHBOnUBiOy2NJJLYJZnldrskycqwJQggliFkdPXs7d14dDOB_t=s88-c-k-c0x00ffffff-no-rj,False,False,1782096878.89734,
12,UgzCdNcoI5zJdge5GZx4AaABAg,"Ferry ini pura2 dungu atau mmg iya, katanya berwawasan tp msk tdk bisa tau mana pelemahan yg disengaja, mana pelemahan yg tekanan eksternal, dan mana yg mmg krn fundamentalnya, tp bukan narasinya si ferri ini yg menarik tp isi kepalanya. Pertanyaannya, apa isi kepalanya, apa seperti yg dia bicarakan atau lain isinya lain yg dibicarakan, ini yg menarik.",2 weeks ago,@bron-cr,UCM8PnN-1n05ecRl0THCjZKw,0,,https://yt3.ggpht.com/ytc/AIdro_nSY3SKVIB-lh59yGyZKnSBMStdyKAx-ey6Y__AoaVIck-hLXmMGqnd_XiRQfZveTs5Jg=s88-c-k-c0x00ffffff-no-rj,False,False,1782096878.901095,
13,UgzSNlLC-mom--Z4-Ax4AaABAg,"Suharto berkata ""enak jaman ku toh ?""

Semakin sering bang ferry upload video, semakin tidak baik"" indonesia..",2 weeks ago (edited),@detra6312,UCXBPTcedWQDIOLnNqXTs7Hw,0,,https://yt3.ggpht.com/ytc/AIdro_koRtQTuIwjQ4FP3RZVg1uE66PaOdUeqFgH8lWkw-1bt37GjlJuRBJ7yTL7l5mFm3VeNQ=s88-c-k-c0x00ffffff-no-rj,False,False,1782096878.904218,
14,UgzqHG1GjJUuUgGf7DR4AaABAg,Belom lg uang yg di korupsi sma para tikus keparat... Yg bikin orang kecil sengsara,2 weeks ago,@EkaNew-j9p,UC-w8RROwyt48i6Ws4SH4U_w,0,,https://yt3.ggpht.com/ytc/AIdro_nj7PAq489rI6NHK471MkFocojz6YJXKcDqEE2K1NQlj-I_sNgBPBPSsnyomX85OyBptw=s88-c-k-c0x00ffffff-no-rj,False,False,1782096878.909652,
15,UgzzSQhW9KesVnmU5bh4AaABAg,"Tahun kemaren buruh yang di PHK hampir menyentuh angka 80.000 an.. 
Solusi anda apa pak said ?",2 weeks ago,@ramaskancil,UCLRDUFc0K7g8ZIht-w-bhmQ,1,,https://yt3.ggpht.com/5Pa4JXsezGonU-aMzQDeAU7ClXtAIWCD9R9QUXFla1S-fUhm3L-T0MwX0f8wZQrJ5PSnIiArCA=s88-c-k-c0x00ffffff-no-rj,False,False,1782096878.911753,
16,UgxZaatPVHpZHWkvVdp4AaABAg,"bangga banget ya diluar sana pengen reformasi jilid 2, misal lengser beneran akankah lebih baik dari sebelumnya? ini bukan pernyataanku ini saya mengulangi pernyataan soeharto dulu. harus banget ya demo mendekati sahnya ekspor satu pintu",2 weeks ago,@zakariaandra5535,UCXdo1LZvW5KuMe5VwNUUztw,0,,https://yt3.ggpht.com/ytc/AIdro_ldVdyywoqtX-1qt9AaZz7GW34B_7aTtJ5NXnt9fog=s88-c-k-c0x00ffffff-no-rj,False,False,1782096878.918123,
17,UgwYix-7BbCvv0EjbH54AaABAg,bahas mahasiswa yang fomo ikut2 demo bang,2 weeks ago,@raply.23,UCO7dtqrQ42T104gA5jYGOGQ,0,,https://yt3.ggpht.com/ytc/AIdro_moc_frpMyH7sttWeFrBRXs5ZdIdT4l0l8LM7ih15rJE9Oe=s88-c-k-c0x00ffffff-no-rj,False,False,1782096878.922327,
18,UgyK3yyOGkAG6jHMpZd4AaABAg,Rupiah melemah karna pejabatnya hampir semua jadi bajingan tengik,2 weeks ago,@WirdahHusna,UCkI6jGgh-u1BAXz92NIuEEQ,0,,https://yt3.ggpht.com/ytc/AIdro_nbrwlophLjcFrG9bwBSSd70JVu6Nq0ijnyQA3vq7VNBUgDOOuLnjqxdsLnrZ6OWgNPhw=s88-c-k-c0x00ffffff-no-rj,False,False,1782096878.930962,
19,UgzF1AISlTHxP254Bmh4AaABAg,"Kalau mafia sedang bekerja teori ekonomi akademis hanya mampu melihat  kulitnya saja. mereka tidak membaca data yang ""bocor"" sehingga tidak terbaca oleh jaring pengamatan. Ada yang tidak tertulis diatas kertas. Waktu Ferry Irwandi debat dengan Vier Agi Leventa, Ferry berpendapat bahwa landasan akademis lebih penting dan menolak landasan non akademis yang bersifat praktis.",2 weeks ago,@iwankurniawan4826,UCRkDjpJhc5EkSX-TGqPn5pg,0,,https://yt3.ggpht.com/ytc/AIdro_lLemT0AmMcYZC9R-EFzV7lMiZUii0h5jrwEta0X9H6IA=s88-c-k-c0x00ffffff-no-rj,False,False,1782096878.93829,
20,UgwWQwS5Eqgde_AA-kB4AaABAg.AWjrVo1JzOaAWjsjU8HiLQ,"Mbg sebenarnya yang butuh paling 20 % anak indonesia ,tapi yg paling butuh itu kuliah gratis.buku gratis dari SD sampai SMA.",1 month ago,@RizkyAzzaury-t3c,UCQe5yBwtU3vljrOxqy9kz0Q,138,,https://yt3.ggpht.com/ytc/AIdro_ktgf3psRkAgKqgtBrHqhFCpTwn8CtlBGMPzkRqQ28gVAm_OArHXAgXv_ztPUnBWg1sIA=s88-c-k-c0x00ffffff-no-rj,False,True,1780714479.342312,
21,UgwWQwS5Eqgde_AA-kB4AaABAg.AWjrVo1JzOaAWjvmnGMl0W,"@RizkyAzzaury-t3c ingat bang, yang mengeyam bangku kuliah cuma 10%. yang 90% tidak kepikiran seperti anda... kalau pun mau diberi pengertian, butuh waktu lama",1 month ago,@fixed-itdiy9709,UCZR5OeuwlXh7bi_jBEOhL4Q,32,,https://yt3.ggpht.com/ytc/AIdro_laoHJQg-n_An94bJD6j3ILXycSdvBx0YXfxlXWtc1Mr2V3bk0SO228QvSY7VRnLoNjdg=s88-c-k-c0x00ffffff-no-rj,False,True,1780714479.350743,
22,UgwWQwS5Eqgde_AA-kB4AaABAg.AWjrVo1JzOaAWkPVTYdBfX,​@RizkyAzzaury-t3c    Sebenarnya  Sy  pernah  komen  mcm  nii  masa  awal  pemerintah  Mauuuu  laksanakan  MBG....TAPI  semua  komentar2  sinik  sbb  sy  org  Malaysia....Memang  sepatutnya  pemerintah²  Indonesia  WAJIB  fokus  kerr  PENDIDIKAN  gratis  atau  kurangkan  kos  rawatan  di  hospital(rumah  sakit)....Tapi  masa  ituu  teruk  sy  kena  KECAM....Malah  ramai  netizen2  Indonesia  tulis  JANGANNNNN  masuk  campur  urusan  Indonesia....Sekarang  kemana  mereka  yg  kecam  ituu....Belom  kira  MBG  Indonesia  takda  sistem😓🙏🏼🙏🏼,1 month ago (edited),@azamiamyy8994,UCeoZp-EooSNcyTfPa4zR0Cw,34,,https://yt3.ggpht.com/ytc/AIdro_lKX9YI6jsdpIfuG4zDoYfdXYwkXYOGkCJydwaF7ni8Of8=s88-c-k-c0x00ffffff-no-rj,False,True,1780714479.361514,
23,UgwWQwS5Eqgde_AA-kB4AaABAg.AWjrVo1JzOaAWkcfK_lCHF,​@RizkyAzzaury-t3casli,1 month ago,@Ehwil,UC828lUnyV9cTYxqNAswyTLg,1,,https://yt3.ggpht.com/hu33_hsw2ZQoS4WvOal_FnoK95pH5bf0s5oI7U5Qz6cXQQ9q_a24FKL5TIB6QqRH8MVNHAg2eg=s88-c-k-c0x00ffffff-no-rj,False,True,1780714479.369395,
24,UgwWQwS5Eqgde_AA-kB4AaABAg.AWjrVo1JzOaAWjuP8R_RYb,"Macam suatu keluarga dmn ayah ibunya sibuk judol,sosialita,kkn,konten,pinjol,ikut ormas z10ni5t.
Rakyat sbg anak dtuntut tunduk patuh apapun kelakuan mreka. Tak ada produktifitas dibangun drmh, tak ada pendidikan drmh, dsb kalian bayangkan sndr jika punya ortu bgitu.
Duit banyak? Dr mana? Untuk apa? Duit siapa?",1 month ago,@AntiPembodohan,UCrHDVWf2MsKbrlSSsSaa8eA,24,,https://yt3.ggpht.com/ytc/AIdro_lImVEFshLCzwKPwsKil_wI44W3fLO5VgHisdM_-Jtm5ZMsPSMXFTRot9-tSU3zW38Ftw=s88-c-k-c0x00ffffff-no-rj,False,True,1780714479.372475,
25,UgwWQwS5Eqgde_AA-kB4AaABAg.AWjrVo1JzOaAWjrarUFunz,ok bg,1 month ago,@asepbensin2740,UCKge6MCjYAcs0XRWePYHfSw,14,,https://yt3.ggpht.com/ytc/AIdro_ml7Jk2zM_-1K1NOzUb87zEO6LGgccHVHlBoJp3TwKaiqg=s88-c-k-c0x00ffffff-no-rj,False,True,1780714479.375513,
26,UgwWQwS5Eqgde_AA-kB4AaABAg.AWjrVo1JzOaAWk8Q4CXHbG,"Daripada ngomong panjang lebar tapi ujungnya cuma kritik soal komunikasi pejabat yang malah terkesan subjektif..
Lebih baik to the point saja.
1. Rupiah akan Kuat jika Expor lebih besar Dari Impor ( Peningkatan SDM, ESDM, & Hasil Bumi )
2. Rupiah akan Kuat jika Mayoritas Rakyat Indonesia kembali ke Fitrahnya ( Budaya makan dari apa yang ditanam di Bumi Indonesia itu sendiri )
3. Rupiah akan Kuat jika Mayoritas Rakyat Indonesia Mencintai Produk Dalam Negeri.

Sisanya silahkan pak dosen yang melanjutkan.",1 month ago,@mulyabangun,UCFBx1skN3wqB6jlLZvW7Wvg,12,,https://yt3.ggpht.com/HZZKaHQJJvnjbioaoq5sMbWc_odgjNkUwctAkBbda8K5_SL05HzCK9Hb25siR5EIzP0T3OIe=s88-c-k-c0x00ffffff-no-rj,False,True,1780714479.37852,
27,UgwWQwS5Eqgde_AA-kB4AaABAg.AWjrVo1JzOaAX6EpcthIio,"​ @mulyabangun benar tu, masyarakat kita pisang aja harus yg impor, kalo pisang di pasar gak ada struk pembeliannya biar kayak"" sosialita gitu 🤣,ampun dah ni pemikiran masyarakat sekarang .",1 month ago,@Muksalhshs,UCCk3WjfIGc3sjYrNUejcUHA,1,,https://yt3.ggpht.com/ytc/AIdro_mNEAv5MPjwUYT_oMN-I_oKxZXRDcwTzQ5m2dLC8BLZIN_r2XL_arB8rM0NkGGWBLQJXQ=s88-c-k-c0x00ffffff-no-rj,False,True,1780714479.381427,
28,UgwWQwS5Eqgde_AA-kB4AaABAg.AWjrVo1JzOaAXrhPp35nCz,​ @mulyabangun lagi2 nyalah2in rakyat. Emang rakyat bisa milih beli bawang yg ga impor? Kedelai beli yg ga impor.,3 weeks ago,@syamjee7880,UCr53-v1U5sYdvEJi2kCakuQ,0,,https://yt3.ggpht.com/ytc/AIdro_nWgy4DiZ2azOKW_EJe8VSZbFaIMhcnAaBIQwiAw4xYo6Y=s88-c-k-c0x00ffffff-no-rj,False,True,1781492079.383822,
29,UgwWQwS5Eqgde_AA-kB4AaABAg.AWjrVo1JzOaAWjsxdwssQG,berarti bank central harus di isi oleh org alumni IMF dan world bank supaya kita kredibel tetap menjadi negara berkembang sampai kiamat?,1 month ago,@Faisal_Yusra,UClykvuyTp9xwHujdVrGh3iw,8,,https://yt3.ggpht.com/iI7OtmJwW9s-bG4Cz2m40ya6Im44li4oqzowQcQKqj7JHQHxkTzCCY_MO33ZAkIyEe_o1y6LzuI=s88-c-k-c0x00ffffff-no-rj,False,True,1780714479.386647,
30,UgwWQwS5Eqgde_AA-kB4AaABAg.AWjrVo1JzOaAWk7pR0mXv3,"Iq 78..
Gak smua paham..
Cinta produk indonesia aja jarang..",1 month ago,@yastcint,UC1TrT-Np4kouEX9rp5fIBkA,8,,https://yt3.ggpht.com/ytc/AIdro_npMqgSTYJOBqLxbOja9QSjPZtptGisoZ7GSuRGR2tb6Q=s88-c-k-c0x00ffffff-no-rj,False,True,1780714479.825565,
31,UgwWQwS5Eqgde_AA-kB4AaABAg.AWjrVo1JzOaAWkFbBnmnhB,"​ contohnya : kau, dan bapakmu",1 month ago,@segertinus8173,UCYlFcl8r_zhjxpMnK-Fr7cg,0,,https://yt3.ggpht.com/-P-hxLx4U8l3FJHd4MXTyBMlWa0_hwj3LyYuLEZyIGGkLedL2WagGcA7kA1VHg2RCZ_cxoXi=s88-c-k-c0x00ffffff-no-rj,False,True,1780714479.843369,
32,UgwWQwS5Eqgde_AA-kB4AaABAg.AWjrVo1JzOaAWk5qQwqklR,Lebih jelasnya kita punya pemimpin dan pejabat yang bodoh dan tidak berguna.,1 month ago,@Malaikat685,UCCxm6zPUqT257AdbigMJMdw,7,,https://yt3.ggpht.com/xtheiXg0k0WZb6h6ZpiOISUxjv3E9TZZRBf31yyHkIscV-ga47aR1VP9La4XHz-b52xKcBUurQ=s88-c-k-c0x00ffffff-no-rj,False,True,1780714479.85799,
33,UgwWQwS5Eqgde_AA-kB4AaABAg.AWjrVo1JzOaAWjxiaA3555,"salah satu kunci utamanya adalah industry manufacturing. 
jangan pernah bermimpi, halu dan berharap rupiah kuat, sementara deindustrialisasi makin masif, UMKM makin banyak yang tumbang, para inventor, innovators & craftsmanship makin dikebiri, akibat ulah para pejabat super oportunis biadab yang membuka kran ""import sampah"" mainland makin lebar, hanya demi keuntungan sesat pribadi dan golongan.",1 month ago,@ocerns,UCm5R3XsrOqzDZD8nlBSpD3Q,6,,https://yt3.ggpht.com/mKeQ4hZzF4kyu0mMg5F-H6KAw6r92lCwyw6D_WVBumTNx5jy-DzjvJ3d3rLX5-_Y4x8Pw41R5WQ=s88-c-k-c0x00ffffff-no-rj,False,True,1780714479.862239,
34,UgwWQwS5Eqgde_AA-kB4AaABAg.AWjrVo1JzOaAWkhGFWfn15,"Sodara2 skalian....
Apakah kalian sadar sesungguhnya neraca perdagangan RI tdk pernah positif semenjak era SBY sampai hr ini.

Apakah kalian pernah melihat rincian detail data import RI?
Jika kalian tdk pernah melihat rincian data import, jgn percaya neraca kita positif.

Ada byk perdagangan internasional yg tdk tercatat di lembaga ex-imp kita. Sy tdk tahu apakah ini kesengajaan atau keteledoran.

Silahkan kalian (yg merasa pakar) selidiki & cari data yg akurat (berbasis detail).",1 month ago,@nonsense1801,UC-v3HBgGRY48wT-dPyl6tNQ,5,,https://yt3.ggpht.com/ytc/AIdro_n3AexbIABbMKlogUR0dPQIElzbRy40MFOmAi6C0boN4j398k0=s88-c-k-c0x00ffffff-no-rj,False,True,1780714479.865285,
35,UgwWQwS5Eqgde_AA-kB4AaABAg.AWjrVo1JzOaAWkhvtLJ4EQ,"Yg kedua.
Apakah kalian sadar bahwa export RI tdk serta merta menambah devisa kita.
Jd meskipun nilai export RI besar. Tdk 100% uangnya msk ke RI.
Ini legal, bkn korupsi & tdk melanggar hukum. Sy tdk bicara uang hasil export yg diparkir di LN.
Jd jgn bangga & jgn terlena ketika mengetahui neraca perdagangan positif.

Saya persilahkan/beri kesempatan kpd para pakar ekonomi utk menjelaskan hal ini.
Semoga msh ada org jenius di negara ini 👍✨",1 month ago (edited),@nonsense1801,UC-v3HBgGRY48wT-dPyl6tNQ,4,,https://yt3.ggpht.com/ytc/AIdro_n3AexbIABbMKlogUR0dPQIElzbRy40MFOmAi6C0boN4j398k0=s88-c-k-c0x00ffffff-no-rj,False,True,1780714479.868085,
36,UgwWQwS5Eqgde_AA-kB4AaABAg.AWjrVo1JzOaAWkv_VeAq_J,"Kita dipaksa, hampir semua kebutuhan pokok untuk kehidupan kita harus import. Dipaksa tanda tangan, gk tanggung2 tanda tangannya di depan karyawan IM*. Sengan senyum tipis2 tu melihat pemimpin kita tanda tangan saat itu.",1 month ago,@kurniasandi5605,UCt1_oLriLSj2Loc2AygVMig,2,,https://yt3.ggpht.com/ytc/AIdro_m4jJbEjL0SIaIOtfApQMcEAEbnC-hAy2naWEzpzZ-wcWvyVBEhmP2ZNn6PyBDPQpvKQA=s88-c-k-c0x00ffffff-no-rj,False,True,1780714479.872258,
37,UgwWQwS5Eqgde_AA-kB4AaABAg.AWjrVo1JzOaAWkv88E06ZN,"​ @nonsense1801 kurang jauh lu bang, itu gerbangnya dari krisis 1998. Terasa sampai sekarang.",1 month ago,@kurniasandi5605,UCt1_oLriLSj2Loc2AygVMig,1,,https://yt3.ggpht.com/ytc/AIdro_m4jJbEjL0SIaIOtfApQMcEAEbnC-hAy2naWEzpzZ-wcWvyVBEhmP2ZNn6PyBDPQpvKQA=s88-c-k-c0x00ffffff-no-rj,False,True,1780714479.88132,
38,UgwWQwS5Eqgde_AA-kB4AaABAg.AWjrVo1JzOaAWpDp_RROWr,"Subsidi energi itu tak terlalu mempengaruhi, hal yang mendasar yang membuat rupiah keok adalah  = 
1. Penarikan Utang senilai 1500 T selama 1,5 tahun terakhir
2. Pemborosan MBG 335 T
3. Kopdes merah putih 500 T
4. Hutang alutsista senilai 500 T",1 month ago,@Utang10.000T_bangkrut,UCflbsmBuAXTDcasldWyCcZA,4,,https://yt3.ggpht.com/ytc/AIdro_l0DUdxEX21czSNEjPg1WmEDvygJXSACsjzmY6GjcN4gWcRDE3X6Anb70DtjYOUCRa2CA=s88-c-k-c0x00ffffff-no-rj,False,True,1780714479.889737,
39,UgwWQwS5Eqgde_AA-kB4AaABAg.AWjrVo1JzOaAWjt8sANYw7,Tolong pakai bahas bayi om,1 month ago,@anurafiffah806,UCbcYeYNlN5R9PsJsj5JsWrg,3,,https://yt3.ggpht.com/ytc/AIdro_lqULl_zl4kd2Kqu-NGfQAeRgktPwzB-Z0A1Snc5T96-MRs7PMnyyGHCmsAyOOuHNpt5Q=s88-c-k-c0x00ffffff-no-rj,False,True,1780714479.898539,
40,UgwWQwS5Eqgde_AA-kB4AaABAg.AWjrVo1JzOaAWjtF47xnx6,"Terima kasih, untuk 21% sudah terjawab ☺☺👍👍",1 month ago,@CMC-0415,UCyhllONe16WL7J6v_9WBlxQ,3,,https://yt3.ggpht.com/vXnIg8_Gi5sX9RWkbjH8Hc-679dqdwUj31SQXYWuCdJjc-FQ02LqGNuvZErMIZjSP9cR1DJPMx8=s88-c-k-c0x00ffffff-no-rj,False,True,1780714479.908234,
41,UgwWQwS5Eqgde_AA-kB4AaABAg.AWjrVo1JzOaAWkjg3N9D3s,"Sodara Ferry, dan juga para pakar yg mmbaca ini:

Menurut Anda skalian, apa ""penyebab utama"" hancurnya sektor riil?
Mengapa daya beli masyarakat berkurang?
Mengapa inflasi tinggi?
Mengapa Rupiah cenderung lemah?
Mengapa ekonomi kerakyatan kurang berputar?

Memang ada byk faktor: mis neraca perdagangan yg defisit, bkn negara industri, bkn negara exportir spt Chn/AS, anggaran pemerintah yg tdk efisien, atau KKN.

Tp ada 1 faktor utama! Yah hanya 1 yg mempengaruhi semua yg sy sebutkan di atas. Hancurnya sektor ril. Biang kerok bocornya devisa kita yg melibatkan masyarakat luas yg serakah.

Jika Bpk2/ibu2 pejabat & para pakar mampu melihat si biang kerok 1 ini, maka ekonomi RI (khususnya sektor ril) bs diselamatkan.

Semoga msh ada org jenius di negara ini 🙏🙏🙏",1 month ago (edited),@nonsense1801,UC-v3HBgGRY48wT-dPyl6tNQ,3,,https://yt3.ggpht.com/ytc/AIdro_n3AexbIABbMKlogUR0dPQIElzbRy40MFOmAi6C0boN4j398k0=s88-c-k-c0x00ffffff-no-rj,False,True,1780714479.916985,
42,UgwWQwS5Eqgde_AA-kB4AaABAg.AWjrVo1JzOaAWjtU1oxzgS,Siap halo jg dr penonton bang benix,1 month ago,@sendaljepit2173,UCxWofowbwu59HNnP9ck8mYw,2,,https://yt3.ggpht.com/x192iVVPmZKevR_RuxrW29RdR_98uoa7hPjA5jKS67ECO99mKPduOLf74ZZgTLvb0JTTkh-vDg=s88-c-k-c0x00ffffff-no-rj,False,True,1780714479.92288,
43,UgwWQwS5Eqgde_AA-kB4AaABAg.AWjrVo1JzOaAWmpW7NLGHy,​ @sendaljepit2173  disini kamu dapet salusi gak..?,1 month ago,@Raflesia1985,UCvOQMuquy7guxib1v5ZW6DA,0,,https://yt3.ggpht.com/aLqN8Nj4a17C7uG2eOgE74FKbRShOt7dn_6hQP6yY4JIPubBBAjZxs8ykdMiguYugTAi_sTqNA=s88-c-k-c0x00ffffff-no-rj,False,True,1780714479.925588,
44,UgwWQwS5Eqgde_AA-kB4AaABAg.AWjrVo1JzOaAWjuKoD4K8R,Oke om trima kasih infonya. Kondisi Indonesia lg riskan. Aset saya mau konversi semua USD😊 terima kasih sarannya🙏. Jadi ngeri kalo pegang Rupiah,1 month ago (edited),@RubyBAfsa,UCvkhKanytBTwKFIDM2aVVGQ,2,,https://yt3.ggpht.com/ytc/AIdro_kUdWzGUCP9n--VdFz5qN8KQ8W88T5D-j6-xbTWPkE=s88-c-k-c0x00ffffff-no-rj,False,True,1780714479.929534,
45,UgwWQwS5Eqgde_AA-kB4AaABAg.AWjrVo1JzOaAWjvMV2xfoa,Bang Mau nanya kira-kira masih harus dipertahankan gk rupiah?,1 month ago,@prw4,UCweBAjuHnku8NTwNsPKGb8w,2,,https://yt3.ggpht.com/ytc/AIdro_mudJBOukNXf6EwU9s9qkSmrQeXVMInDb6nJZWhI4Ee75BBlCMMDWOLtD2fTJpyUniYrg=s88-c-k-c0x00ffffff-no-rj,False,True,1780714480.338608,
46,UgwWQwS5Eqgde_AA-kB4AaABAg.AWjrVo1JzOaAWjxcAQSJuz,"Semenjak belajar investasi saham, jadi ngeh mana yang agen, IMF, mossad, Singapura, Malaysia, Jerman, dll.😂😂😂😂.",1 month ago,@LizardSnake-mg9cp,UCV8hgzAZAaRQoXRu8-w9fwA,2,,https://yt3.ggpht.com/ytc/AIdro_kBZyti_EdG7Z2tPURAhtvZcDEoq73Vm0cSpJGX4RcB-exQUY_LOdwIilGHZgafdKmRUA=s88-c-k-c0x00ffffff-no-rj,False,True,1780714480.342183,
47,UgwWQwS5Eqgde_AA-kB4AaABAg.AWjrVo1JzOaAWk5LzL6rq0,ORA MUDENG BANG...INTINE RAKYAT HARUS NGAPAIN????,1 month ago,@tanahbasah8929,UCe92cIvVM65TodyrXf0vWsw,2,,https://yt3.ggpht.com/ytc/AIdro_nCsl-5DDwlr3GeUvC1jI0j-bftKvFwXWwTbAqgPtCI=s88-c-k-c0x00ffffff-no-rj,False,True,1780714480.346941,
48,UgwWQwS5Eqgde_AA-kB4AaABAg.AWjrVo1JzOaAWknH1mEjtG,​ @tanahbasah8929 turu ae lek...turu nek di tlateni sukses jare😅,1 month ago,@Opopo.p,UCWuYLgIMlfZMOYqy_pP-9ug,1,,https://yt3.ggpht.com/kt_8BZ46DdeLstL0uqD27y1PZpCVY8h3p6yMCnYv8Rj9wGbxIncU8qo9TKr-t2UfviAVx_JRZQ=s88-c-k-c0x00ffffff-no-rj,False,True,1780714480.35064,
